X,Y,numero
2234.75861009065,5319.82062553497,55
2331.93639179672,5538.00343350003,53
2413.22934380083,5819.7255602729,51
2472.09665387278,6012.67952106427,49
2528.1607587032,6209.37108884434,47
4186.49025949974,5602.9443549286,30
